,Approximation,Model,Dataset,Accuracy,Time,Features
674,DASP,keras,prostate,98.37832142,0.2336609942,8
506,DASP,keras,raotbl7,99.80869234,0.2325164283,7
1172,MLE,keras,heart_disease,99.83029018,0.2283661286,13
1112,MLE,keras,servo,98.63492453,0.2262097662,12
1136,MLE,keras,stockrisk,97.79284586,0.2225582256,12
944,MLE,keras,mtcars,80.89325631,0.2193206657,11
1208,MLE,keras,mba,99.7833344,0.2192667852,13
1076,MLE,keras,ozone,99.75776071,0.217870545,12
1184,MLE,keras,housing,97.51871532,0.2174419886,13
860,MLE,keras,possumbelly,99.55907913,0.2173599788,10
1124,MLE,keras,stockreturn,99.74997202,0.2173290734,12
1052,MLE,keras,forestfire,99.3735428,0.2160259743,12
1100,MLE,keras,seoulbike,99.34045139,0.2147320646,12
1088,MLE,keras,pumpkinseed,99.8943255,0.2136405266,12
884,MLE,keras,spending,99.83858016,0.2136377471,10
1040,MLE,keras,forest,98.87522056,0.212929893,12
872,MLE,keras,possumchest,99.86918229,0.2128997666,10
836,MLE,keras,asia_gdp,96.93378075,0.212447507,10
1160,MLE,keras,boston,98.0763571,0.2115675832,13
1004,MLE,keras,adult,99.6127013,0.2103791894,12
776,MLE,keras,energy,99.7774721,0.2093009432,9
1064,MLE,keras,heartfailure,98.09430141,0.2091645833,12
908,MLE,keras,bikedaily,99.84311371,0.209115521,11
824,MLE,keras,abalone,98.31332393,0.2082095522,10
920,MLE,keras,hybrid,99.66913875,0.2076258379,11
800,MLE,keras,glass,98.68798881,0.207608458,9
752,MLE,keras,country-data,99.35944374,0.2065210683,9
1148,MLE,keras,wine,99.6791572,0.2060079437,12
536,MLE,keras,slump,99.39989813,0.2046738162,7
716,MLE,keras,airline-costs,-43530.11998,0.203145957,9
680,MLE,keras,prostate,95.908526,0.2022391088,8
404,MLE,keras,admission,93.34591841,0.2021624435,7
416,MLE,keras,auto-mpg,99.40915517,0.2014902353,7
956,MLE,keras,telecom,99.8398868,0.2010678573,11
440,MLE,keras,chanceadmit,98.24911773,0.2004912875,7
1016,MLE,keras,airquality,99.48660372,0.2001264724,12
980,MLE,keras,winequality-red,99.56349551,0.1992474773,11
428,MLE,keras,autompg,99.36613702,0.1990763884,7
1028,MLE,keras,bikehourly,99.74838795,0.198501066,12
368,MLE,keras,seeds,99.17318593,0.1982891214,6
1186,Parametric KernelSHAP,keras,housing,96.93934533,0.19826,13
1185,Non-parametric KernelSHAP,keras,housing,96.93934533,0.19826,13
500,MLE,keras,raotbl6,99.74438898,0.1968755722,7
896,MLE,keras,telescope,98.60876476,0.1966050271,10
968,MLE,keras,winequality,99.63091428,0.1960014791,11
296,MLE,keras,linnerud,98.09356208,0.1956261907,5
200,MLE,keras,iris,99.6902881,0.193484273,4
992,MLE,keras,winequality-white,99.7616593,0.1930490732,11
1162,Parametric KernelSHAP,keras,boston,97.77701296,0.192938,13
1161,Non-parametric KernelSHAP,keras,boston,97.77701296,0.192938,13
1196,MLE,keras,income,95.49821734,0.1918067708,13
320,MLE,keras,uber,79.69590442,0.1916186477,5
152,MLE,keras,const-maint,99.10020995,0.1913137002,4
540,CES,keras,slump-flow,86.91331116,0.1908433578,7
541,Cohort,keras,slump-flow,86.91331116,0.1908433578,7
1210,Parametric KernelSHAP,keras,mba,99.99643427,0.190815,13
1209,Non-parametric KernelSHAP,keras,mba,99.99643427,0.190815,13
932,MLE,keras,migration,94.36312583,0.1906533644,11
524,MLE,keras,realestate,99.86704826,0.1904039644,7
740,MLE,keras,casp,99.90413853,0.1903803038,9
392,MLE,keras,yatch,98.47932311,0.1900745981,6
236,MLE,keras,startups,94.15284715,0.1897519757,4
692,MLE,keras,rentals,99.85833846,0.1889407382,8
116,MLE,keras,advertising,97.83039296,0.1885405598,4
608,MLE,keras,concrete,99.47542447,0.1879119375,8
644,MLE,keras,diabetes,99.69568836,0.1873855516,8
284,MLE,keras,japanemg,90.08346923,0.1871268908,5
788,MLE,keras,friedman,99.18504933,0.1867739605,9
584,MLE,keras,californiahousing,99.79448303,0.186509019,8
668,MLE,keras,energy_heat,99.60075286,0.1861105106,8
704,MLE,keras,wage,99.4905959,0.1856925899,8
164,MLE,keras,diamonds_filter,99.86081316,0.1852063398,4
332,MLE,keras,insurance,99.59412774,0.1847580975,6
356,MLE,keras,powerlifting,98.99116553,0.184651455,6
248,MLE,keras,unemploy,97.97319671,0.1846371073,4
104,MLE,keras,advertisements,97.92731532,0.1839940331,4
188,MLE,keras,economics,98.14628797,0.1835032639,4
620,MLE,keras,crab,98.44285475,0.1834532355,8
204,CES,keras,petrol,62.40887721,0.1831053942,4
205,Cohort,keras,petrol,62.40887721,0.1831053942,4
764,MLE,keras,employee,96.61359649,0.1827623165,9
80,MLE,keras,questions,99.54830762,0.1820531874,3
8,MLE,keras,3droad,99.89786497,0.181506594,3
812,MLE,keras,precip,99.30696621,0.1804991072,9
380,MLE,keras,walmart,99.3380165,0.1802583196,6
20,MLE,keras,apartments,97.76860641,0.1791558357,3
260,MLE,keras,airfoil,99.78319742,0.178751749,5
68,MLE,keras,jewellery,99.88858993,0.1784458503,3
212,MLE,keras,petrol,66.67911702,0.178335622,4
596,MLE,keras,cms,99.478771,0.1782562321,8
476,MLE,keras,france,99.83816345,0.1781385183,7
488,MLE,keras,germany,99.59733655,0.1773822813,7
272,MLE,keras,airfoil-self-noise,99.79211216,0.1771482251,5
560,MLE,keras,slump-mpa,99.92061273,0.1756377781,7
464,MLE,keras,diamond,99.78186199,0.1754083489,7
452,MLE,keras,computer,99.08772945,0.1748541507,7
632,MLE,keras,cust,99.87065196,0.1736769897,8
548,MLE,keras,slump-flow,98.29974009,0.1727205234,7
224,MLE,keras,power,99.1370225,0.1723154205,4
656,MLE,keras,energy_cool,99.43320877,0.1711707857,8
176,MLE,keras,diamonds_select,98.91839209,0.1703519698,4
512,MLE,keras,raotbl7,99.45799277,0.1698713535,7
92,MLE,keras,spx,99.89670237,0.169734709,3
848,MLE,keras,poker,99.48535965,0.1696513465,10
728,MLE,keras,cancer,99.46022203,0.1694676591,9
308,MLE,keras,sacramento,99.78552469,0.1677470215,5
572,MLE,keras,wholesale,97.27694028,0.1630028454,7
936,CES,keras,mtcars,-317.9060981,0.1626867381,11
937,Cohort,keras,mtcars,-317.9060981,0.1626867381,11
140,MLE,keras,challenger,-145.324704,0.1623111963,4
708,CES,keras,airline-costs,-14199.85691,0.1607638359,9
709,Cohort,keras,airline-costs,-14199.85691,0.1607638359,9
56,MLE,keras,htwtindex,99.70049994,0.1588307077,3
32,MLE,keras,brainweight,98.0003242,0.1549926257,3
1174,Parametric KernelSHAP,keras,heart_disease,99.91377814,0.15394,13
1173,Non-parametric KernelSHAP,keras,heart_disease,99.91377814,0.15394,13
128,MLE,keras,blood,99.69461485,0.1423143945,4
344,MLE,keras,kiva,99.16100019,0.1414435914,6
44,MLE,keras,chickweight,99.36019535,0.1329801182,3
1102,Parametric KernelSHAP,keras,seoulbike,99.39855864,0.126336,12
1101,Non-parametric KernelSHAP,keras,seoulbike,99.39855864,0.126336,12
1175,SGDShapley,keras,heart_disease,99.68748615,0.1259884728,13
1211,SGDShapley,keras,mba,99.96676269,0.1255400986,13
1187,SGDShapley,keras,housing,94.17882622,0.1243231325,13
1199,SGDShapley,keras,income,-3218.750524,0.1237413594,13
1139,SGDShapley,keras,stockrisk,82.96957578,0.1236545994,12
719,SGDShapley,keras,airline-costs,-1194.284422,0.1236177683,9
1127,SGDShapley,keras,stockreturn,24.42273133,0.1234865212,12
1115,SGDShapley,keras,servo,-83.55558523,0.1230186419,12
947,SGDShapley,keras,mtcars,92.36276289,0.1220367388,11
1007,SGDShapley,keras,adult,64.77334469,0.1215503888,12
1079,SGDShapley,keras,ozone,63.31625351,0.1213785855,12
1067,SGDShapley,keras,heartfailure,98.89929133,0.121045705,12
863,SGDShapley,keras,possumbelly,91.27040745,0.1208727973,10
1163,SGDShapley,keras,boston,79.60565872,0.1206720746,13
839,SGDShapley,keras,asia_gdp,97.91857177,0.1205637796,10
143,SGDShapley,keras,challenger,-146.5842857,0.1201807559,4
887,SGDShapley,keras,spending,90.17510661,0.1199826922,10
419,SGDShapley,keras,auto-mpg,81.71808466,0.1199628408,7
827,SGDShapley,keras,abalone,49.15800039,0.1196524071,10
803,SGDShapley,keras,glass,99.07069981,0.1195261478,9
851,SGDShapley,keras,poker,95.3290673,0.1193157673,10
923,SGDShapley,keras,hybrid,85.21026152,0.1188044595,11
875,SGDShapley,keras,possumchest,90.17510661,0.1187789236,10
755,SGDShapley,keras,country-data,96.90694479,0.1183345446,9
683,SGDShapley,keras,prostate,97.3420824,0.1183207324,8
815,SGDShapley,keras,precip,99.99423591,0.1182043357,9
971,SGDShapley,keras,winequality,99.99167362,0.1180218148,11
779,SGDShapley,keras,energy,98.75364483,0.1179538599,9
935,SGDShapley,keras,migration,96.00132581,0.1176416812,11
551,SGDShapley,keras,slump-flow,98.19023518,0.1176240374,7
287,SGDShapley,keras,japanemg,41.4091774,0.1173493544,5
431,SGDShapley,keras,autompg,81.71808466,0.1170573491,7
299,SGDShapley,keras,linnerud,85.44143146,0.1169866834,5
455,SGDShapley,keras,computer,98.4675563,0.1168723625,7
599,SGDShapley,keras,cms,51.00887016,0.1167377414,8
491,SGDShapley,keras,germany,99.97133224,0.1167089824,7
743,SGDShapley,keras,casp,99.98652536,0.1166542566,9
203,SGDShapley,keras,iris,96.06461567,0.1157365322,4
443,SGDShapley,keras,chanceadmit,98.28567042,0.1156619029,7
911,SGDShapley,keras,bikedaily,99.92385013,0.1155329677,11
407,SGDShapley,keras,admission,93.37315159,0.1155014327,7
311,SGDShapley,keras,sacramento,99.86882909,0.1152289285,5
239,SGDShapley,keras,startups,99.74715525,0.1150531488,4
707,SGDShapley,keras,wage,99.15636483,0.1144381285,8
215,SGDShapley,keras,petrol,-247.7821948,0.1142575592,4
731,SGDShapley,keras,cancer,97.43935558,0.1142129645,9
1031,SGDShapley,keras,bikehourly,95.16422103,0.114121065,12
323,SGDShapley,keras,uber,99.99119407,0.1139592626,5
395,SGDShapley,keras,yatch,68.86365697,0.1138239538,6
527,SGDShapley,keras,realestate,-41.42974776,0.113660165,7
59,SGDShapley,keras,htwtindex,99.78924694,0.113655479,3
1151,SGDShapley,keras,wine,99.9752881,0.1132697178,12
35,SGDShapley,keras,brainweight,98.20563247,0.1129500956,3
167,SGDShapley,keras,diamonds_filter,97.22834493,0.1128515523,4
899,SGDShapley,keras,telescope,59.79220899,0.1127638188,10
575,SGDShapley,keras,wholesale,69.30936438,0.1126354606,7
47,SGDShapley,keras,chickweight,99.72748604,0.1123978792,3
227,SGDShapley,keras,power,98.83184623,0.112175763,4
83,SGDShapley,keras,questions,99.40633884,0.1114846793,3
107,SGDShapley,keras,advertisements,93.3976726,0.1114804492,4
276,CES,keras,japanemg,90.38795573,0.1114420096,5
277,Cohort,keras,japanemg,90.38795573,0.1114420096,5
1005,Non-parametric KernelSHAP,keras,adult,99.52532903,0.111433,12
1006,Parametric KernelSHAP,keras,adult,99.52532903,0.111433,12
371,SGDShapley,keras,seeds,90.46485367,0.1114299919,6
959,SGDShapley,keras,telecom,99.90452008,0.1112866149,11
191,SGDShapley,keras,economics,98.51597643,0.1110297015,4
131,SGDShapley,keras,blood,88.75084424,0.110996618,4
251,SGDShapley,keras,unemploy,98.51597643,0.1109558545,4
1019,SGDShapley,keras,airquality,99.45865845,0.1109353911,12
647,SGDShapley,keras,diabetes,62.92174455,0.1106934407,8
11,SGDShapley,keras,3droad,99.99799371,0.110584082,3
695,SGDShapley,keras,rentals,99.95432453,0.1105182525,8
587,SGDShapley,keras,californiahousing,99.94515604,0.11041236,8
671,SGDShapley,keras,energy_heat,92.33225654,0.1102783445,8
767,SGDShapley,keras,employee,97.01777309,0.1102018754,9
71,SGDShapley,keras,jewellery,99.9990796,0.1100944188,3
995,SGDShapley,keras,winequality-white,99.9856823,0.109677452,11
611,SGDShapley,keras,concrete,51.00887016,0.1092239561,8
791,SGDShapley,keras,friedman,96.06198449,0.1090521451,9
119,SGDShapley,keras,advertising,93.3976726,0.1086449731,4
383,SGDShapley,keras,walmart,99.46936807,0.1082984809,6
563,SGDShapley,keras,slump-mpa,98.63724559,0.1076054994,7
1090,Parametric KernelSHAP,keras,pumpkinseed,99.98568351,0.10758,12
1089,Non-parametric KernelSHAP,keras,pumpkinseed,99.98568351,0.10758,12
335,SGDShapley,keras,insurance,81.18158925,0.1075192553,6
1043,SGDShapley,keras,forest,98.60536059,0.1072849572,12
1030,Parametric KernelSHAP,keras,bikehourly,99.75981596,0.106977,12
1029,Non-parametric KernelSHAP,keras,bikehourly,99.75981596,0.106977,12
179,SGDShapley,keras,diamonds_select,99.95422357,0.1060352752,4
263,SGDShapley,keras,airfoil,99.26741574,0.1059727293,5
1055,SGDShapley,keras,forestfire,99.99376048,0.1055546699,12
1091,SGDShapley,keras,pumpkinseed,99.98923235,0.1050890446,12
1103,SGDShapley,keras,seoulbike,87.82532638,0.1048706358,12
479,SGDShapley,keras,france,99.98683049,0.1046430768,7
95,SGDShapley,keras,spx,99.73538238,0.1046314479,3
635,SGDShapley,keras,cust,97.60696926,0.1045956162,8
623,SGDShapley,keras,crab,99.6509745,0.1039495974,8
1149,Non-parametric KernelSHAP,keras,wine,99.79610815,0.103698,12
1150,Parametric KernelSHAP,keras,wine,99.79610815,0.103698,12
275,SGDShapley,keras,airfoil-self-noise,99.26741574,0.103633432,5
1017,Non-parametric KernelSHAP,keras,airquality,99.91686658,0.103211,12
1018,Parametric KernelSHAP,keras,airquality,99.91686658,0.103211,12
983,SGDShapley,keras,winequality-red,99.33086397,0.1025401354,11
539,SGDShapley,keras,slump,83.19790341,0.1012933044,7
23,SGDShapley,keras,apartments,90.86740983,0.1008836398,3
467,SGDShapley,keras,diamond,96.05824302,0.1007469726,7
503,SGDShapley,keras,raotbl6,99.51283701,0.09980518062,7
659,SGDShapley,keras,energy_cool,88.20177802,0.09827661045,8
359,SGDShapley,keras,powerlifting,99.3146616,0.09726745649,6
155,SGDShapley,keras,const-maint,99.14023315,0.0969387618,4
347,SGDShapley,keras,kiva,99.23620381,0.09659983462,6
515,SGDShapley,keras,raotbl7,99.42682118,0.09593394908,7
1053,Non-parametric KernelSHAP,keras,forestfire,99.25223921,0.091132,12
1054,Parametric KernelSHAP,keras,forestfire,99.25223921,0.091132,12
144,CES,keras,const-maint,99.10265259,0.08880725774,4
145,Cohort,keras,const-maint,99.10265259,0.08880725774,4
1066,Parametric KernelSHAP,keras,heartfailure,99.30426496,0.082274,12
1065,Non-parametric KernelSHAP,keras,heartfailure,99.30426496,0.082274,12
1041,Non-parametric KernelSHAP,keras,forest,98.60786285,0.075405,12
1042,Parametric KernelSHAP,keras,forest,98.60786285,0.075405,12
1078,Parametric KernelSHAP,keras,ozone,99.40967249,0.075346,12
1077,Non-parametric KernelSHAP,keras,ozone,99.40967249,0.075346,12
292,DeepSHAP,keras,linnerud,98.18141529,0.0750819615,5
982,Parametric KernelSHAP,keras,winequality-red,99.65888122,0.07378,11
679,KernelSHAP,keras,prostate,95.46614774,0.07163171335,8
295,KernelSHAP,keras,linnerud,98.16149215,0.07159437452,5
1087,KernelSHAP,keras,pumpkinseed,99.98572975,0.07152888847,12
187,KernelSHAP,keras,economics,98.12339566,0.07105656423,4
715,KernelSHAP,keras,airline-costs,-42340.05798,0.0709123373,9
1183,KernelSHAP,keras,housing,97.65843442,0.07088824089,13
1171,KernelSHAP,keras,heart_disease,99.91245898,0.07068498929,13
943,KernelSHAP,keras,mtcars,76.53931808,0.0705249743,11
367,KernelSHAP,keras,seeds,99.2047185,0.07048308331,6
1075,KernelSHAP,keras,ozone,99.84907152,0.07021105823,12
499,KernelSHAP,keras,raotbl6,99.93664036,0.07020115852,7
403,KernelSHAP,keras,admission,93.37315159,0.07016589714,7
439,KernelSHAP,keras,chanceadmit,98.28567042,0.07015090097,7
859,KernelSHAP,keras,possumbelly,99.61958261,0.07014566149,10
919,KernelSHAP,keras,hybrid,99.8502563,0.07005087535,11
1003,KernelSHAP,keras,adult,99.8744343,0.07002708262,12
1063,KernelSHAP,keras,heartfailure,98.89929133,0.07000164071,12
79,KernelSHAP,keras,questions,99.68780406,0.06999431668,3
535,KernelSHAP,keras,slump,99.68278456,0.06999052272,7
931,KernelSHAP,keras,migration,94.45969632,0.06995496193,11
319,KernelSHAP,keras,uber,99.84224395,0.06991427089,5
1111,KernelSHAP,keras,servo,98.91156799,0.0697921883,12
823,KernelSHAP,keras,abalone,99.54312315,0.06976284909,10
1051,KernelSHAP,keras,forestfire,99.72541619,0.06970737273,12
1195,KernelSHAP,keras,income,99.95870068,0.06968538689,13
775,KernelSHAP,keras,energy,99.8893456,0.06958119606,9
907,KernelSHAP,keras,bikedaily,99.95866795,0.06943443196,11
307,KernelSHAP,keras,sacramento,99.8687604,0.06937034409,5
427,KernelSHAP,keras,autompg,99.48194121,0.0692996722,7
115,KernelSHAP,keras,advertising,97.9738208,0.0692114252,4
139,KernelSHAP,keras,challenger,-151.8824985,0.06919914484,4
451,KernelSHAP,keras,computer,99.29481939,0.06919223329,7
7,KernelSHAP,keras,3droad,99.99799371,0.06889625896,3
31,KernelSHAP,keras,brainweight,98.20649075,0.06889288938,3
103,KernelSHAP,keras,advertisements,97.9738208,0.06885361671,4
547,KernelSHAP,keras,slump-flow,98.51604861,0.06879458007,7
958,Parametric KernelSHAP,keras,telecom,99.89012556,0.068757,11
1159,KernelSHAP,keras,boston,98.33012881,0.06866232507,13
955,KernelSHAP,keras,telecom,99.95631388,0.06848161076,11
67,KernelSHAP,keras,jewellery,99.98911321,0.06846827233,3
1114,Parametric KernelSHAP,keras,servo,99.10240631,0.068434,12
799,KernelSHAP,keras,glass,99.07069981,0.06826070329,9
391,KernelSHAP,keras,yatch,98.58984277,0.06825297019,6
1113,Non-parametric KernelSHAP,keras,servo,99.10240662,0.068249,12
1147,KernelSHAP,keras,wine,99.76874626,0.06821069573,12
523,KernelSHAP,keras,realestate,99.98033136,0.06813020254,7
835,KernelSHAP,keras,asia_gdp,96.82400292,0.06807148457,10
19,KernelSHAP,keras,apartments,98.03603393,0.06798160993,3
355,KernelSHAP,keras,powerlifting,99.0917457,0.06796208006,6
895,KernelSHAP,keras,telescope,98.74910359,0.06783497767,10
247,KernelSHAP,keras,unemploy,98.12339566,0.06776172362,4
199,KernelSHAP,keras,iris,99.99244966,0.0677115202,4
43,KernelSHAP,keras,chickweight,99.48640004,0.06767598871,3
487,KernelSHAP,keras,germany,99.65364858,0.06761466445,7
847,KernelSHAP,keras,poker,99.98785053,0.06752319914,10
703,KernelSHAP,keras,wage,99.62019559,0.06749780395,8
235,KernelSHAP,keras,startups,93.70038094,0.06716906323,4
751,KernelSHAP,keras,country-data,99.44265424,0.06713996189,9
151,KernelSHAP,keras,const-maint,99.21898758,0.06689600511,4
727,KernelSHAP,keras,cancer,99.92659686,0.06687051955,9
259,KernelSHAP,keras,airfoil,99.89110468,0.06612025824,5
643,KernelSHAP,keras,diabetes,99.88434768,0.06611999189,8
223,KernelSHAP,keras,power,99.242538,0.06586704904,4
967,KernelSHAP,keras,winequality,99.78954582,0.06578008189,11
379,KernelSHAP,keras,walmart,99.46936807,0.06570738662,6
991,KernelSHAP,keras,winequality-white,99.99990007,0.06546375463,11
1027,KernelSHAP,keras,bikehourly,99.88776269,0.06543433016,12
1126,Parametric KernelSHAP,keras,stockreturn,99.99730185,0.065362,12
1125,Non-parametric KernelSHAP,keras,stockreturn,99.99730185,0.065362,12
211,KernelSHAP,keras,petrol,65.81668566,0.06526851654,4
691,KernelSHAP,keras,rentals,99.95617321,0.06522395322,8
970,Parametric KernelSHAP,keras,winequality,99.8254273,0.065077,11
969,Non-parametric KernelSHAP,keras,winequality,99.8254273,0.065077,11
994,Parametric KernelSHAP,keras,winequality-white,99.95227352,0.064926,11
993,Non-parametric KernelSHAP,keras,winequality-white,99.95227352,0.064926,11
55,KernelSHAP,keras,htwtindex,99.7725822,0.06491121379,3
910,Parametric KernelSHAP,keras,bikedaily,99.96474587,0.064846,11
979,KernelSHAP,keras,winequality-red,99.67248588,0.06483954733,11
607,KernelSHAP,keras,concrete,99.62070837,0.06482761051,8
763,KernelSHAP,keras,employee,96.60885711,0.06478085301,9
475,KernelSHAP,keras,france,99.98683049,0.06430380561,7
619,KernelSHAP,keras,crab,98.61515222,0.06428562367,8
175,KernelSHAP,keras,diamonds_select,99.10554289,0.06417839021,4
631,KernelSHAP,keras,cust,99.95935146,0.06415908447,8
981,Non-parametric KernelSHAP,keras,winequality-red,99.65887913,0.063919,11
91,KernelSHAP,keras,spx,99.9828349,0.06363649269,3
787,KernelSHAP,keras,friedman,99.33455247,0.06360673471,9
1137,Non-parametric KernelSHAP,keras,stockrisk,97.81099697,0.063547,12
1138,Parametric KernelSHAP,keras,stockrisk,97.81099697,0.063547,12
559,KernelSHAP,keras,slump-mpa,99.96671753,0.06250589034,7
871,KernelSHAP,keras,possumchest,99.95566313,0.06239026615,10
136,DeepSHAP,keras,challenger,93.46994195,0.06186509132,4
163,KernelSHAP,keras,diamonds_filter,99.99574125,0.0615608945,4
511,KernelSHAP,keras,raotbl7,99.4660166,0.06111217127,7
1039,KernelSHAP,keras,forest,99.95476991,0.06090156098,12
883,KernelSHAP,keras,spending,99.95566313,0.06076456479,10
463,KernelSHAP,keras,diamond,99.90996045,0.06045695579,7
1135,KernelSHAP,keras,stockrisk,97.65974927,0.06037152272,12
655,KernelSHAP,keras,energy_cool,99.63248529,0.06027119836,8
811,KernelSHAP,keras,precip,99.4463151,0.0601569602,9
595,KernelSHAP,keras,cms,99.62070837,0.06008630594,8
1123,KernelSHAP,keras,stockreturn,99.99809276,0.06001216861,12
583,KernelSHAP,keras,californiahousing,99.91486558,0.05987248782,8
1099,KernelSHAP,keras,seoulbike,99.51855929,0.05976502895,12
1015,KernelSHAP,keras,airquality,99.91256273,0.05969872041,12
1207,KernelSHAP,keras,mba,99.95373327,0.0596281085,13
667,KernelSHAP,keras,energy_heat,99.69915198,0.05949039816,8
415,KernelSHAP,keras,auto-mpg,99.48194121,0.05948313016,7
271,KernelSHAP,keras,airfoil-self-noise,99.89110468,0.05947363449,5
343,KernelSHAP,keras,kiva,99.32622515,0.05943061077,6
331,KernelSHAP,keras,insurance,99.67106209,0.0592895963,6
571,KernelSHAP,keras,wholesale,98.5960733,0.05885620803,7
283,KernelSHAP,keras,japanemg,89.83191851,0.05843095779,5
739,KernelSHAP,keras,casp,99.98652536,0.05820494926,9
127,KernelSHAP,keras,blood,99.93100577,0.05677692128,4
957,Non-parametric KernelSHAP,keras,telecom,99.89012396,0.054322,11
909,Non-parametric KernelSHAP,keras,bikedaily,99.96474584,0.047607,11
712,DeepSHAP,keras,airline-costs,69.82670972,0.04747409821,9
148,DeepSHAP,keras,const-maint,99.74863968,0.04532309012,4
940,DeepSHAP,keras,mtcars,83.97065387,0.04470961744,11
826,Parametric KernelSHAP,keras,abalone,99.50106038,0.043606,10
898,Parametric KernelSHAP,keras,telescope,98.72358704,0.04358,10
934,Parametric KernelSHAP,keras,migration,94.27606314,0.03977,11
850,Parametric KernelSHAP,keras,poker,99.87564062,0.039596,10
742,Parametric KernelSHAP,keras,casp,94.67331049,0.036709,9
933,Non-parametric KernelSHAP,keras,migration,94.27606247,0.036133,11
922,Parametric KernelSHAP,keras,hybrid,99.97749329,0.035887,11
849,Non-parametric KernelSHAP,keras,poker,99.87564049,0.035667,10
825,Non-parametric KernelSHAP,keras,abalone,99.50105978,0.035548,10
832,DeepSHAP,keras,asia_gdp,66.08315579,0.03508656366,10
885,Non-parametric KernelSHAP,keras,spending,99.49973499,0.034291,10
280,DeepSHAP,keras,japanemg,83.12440848,0.03418750763,5
921,Non-parametric KernelSHAP,keras,hybrid,99.97749326,0.03364,11
946,Parametric KernelSHAP,keras,mtcars,60.18552484,0.033095,11
897,Non-parametric KernelSHAP,keras,telescope,98.7235866,0.03149,10
208,DeepSHAP,keras,petrol,71.35866574,0.03120031953,4
232,DeepSHAP,keras,startups,64.88257825,0.0309929988,4
945,Non-parametric KernelSHAP,keras,mtcars,60.18552672,0.029812,11
790,Parametric KernelSHAP,keras,friedman,99.39424192,0.027257,9
765,Non-parametric KernelSHAP,keras,employee,97.24429431,0.026293,9
766,Parametric KernelSHAP,keras,employee,97.24429407,0.026044,9
133,Cohort,keras,challenger,-413.7319004,0.0257704556,4
132,CES,keras,challenger,-413.7319004,0.0257704556,4
814,Parametric KernelSHAP,keras,precip,99.42209502,0.023795,9
886,Parametric KernelSHAP,keras,spending,99.49973521,0.023157,10
778,Parametric KernelSHAP,keras,energy,99.89008025,0.022054,9
813,Non-parametric KernelSHAP,keras,precip,99.42209505,0.021985,9
741,Non-parametric KernelSHAP,keras,casp,94.67331912,0.021752,9
153,Non-parametric KernelSHAP,keras,const-maint,99.9999977,0.02119,4
874,Parametric KernelSHAP,keras,possumchest,99.49973521,0.020434,10
730,Parametric KernelSHAP,keras,cancer,99.88713903,0.020281,9
862,Parametric KernelSHAP,keras,possumbelly,99.95432332,0.019981,10
838,Parametric KernelSHAP,keras,asia_gdp,96.87211236,0.019822,10
16,DeepSHAP,keras,apartments,99.0691898,0.01966032615,3
777,Non-parametric KernelSHAP,keras,energy,99.89008028,0.018985,9
789,Non-parametric KernelSHAP,keras,friedman,99.39424202,0.018362,9
861,Non-parametric KernelSHAP,keras,possumbelly,99.95432337,0.018182,10
873,Non-parametric KernelSHAP,keras,possumchest,99.49973499,0.018014,10
598,Parametric KernelSHAP,keras,cms,99.55423241,0.017847,8
754,Parametric KernelSHAP,keras,country-data,99.5263086,0.017687,9
729,Non-parametric KernelSHAP,keras,cancer,99.88713939,0.017224,9
837,Non-parametric KernelSHAP,keras,asia_gdp,96.87211305,0.01705,10
694,Parametric KernelSHAP,keras,rentals,99.95642911,0.016718,8
610,Parametric KernelSHAP,keras,concrete,99.55423241,0.016515,8
706,Parametric KernelSHAP,keras,wage,99.64335408,0.016449,8
646,Parametric KernelSHAP,keras,diabetes,99.90447326,0.01641,8
622,Parametric KernelSHAP,keras,crab,98.66192158,0.01639,8
289,Cohort,keras,linnerud,99.26357361,0.01628800801,5
288,CES,keras,linnerud,99.26357361,0.01628800801,5
586,Parametric KernelSHAP,keras,californiahousing,99.86066096,0.016272,8
544,DeepSHAP,keras,slump-flow,99.42191654,0.01607236441,7
556,DeepSHAP,keras,slump-mpa,99.57308891,0.01577976872,7
621,Non-parametric KernelSHAP,keras,crab,98.66192179,0.015187,8
634,Parametric KernelSHAP,keras,cust,99.8869258,0.015155,8
705,Non-parametric KernelSHAP,keras,wage,99.64335401,0.015097,8
676,DeepSHAP,keras,prostate,98.37831615,0.01498835015,8
670,Parametric KernelSHAP,keras,energy_heat,99.68929449,0.014965,8
532,DeepSHAP,keras,slump,98.44395832,0.01486769143,7
597,Non-parametric KernelSHAP,keras,cms,99.55423341,0.014685,8
310,Parametric KernelSHAP,keras,sacramento,99.91662135,0.014608,5
856,DeepSHAP,keras,possumbelly,95.9515326,0.01442988259,10
868,DeepSHAP,keras,possumchest,98.78233205,0.01442915371,10
802,Parametric KernelSHAP,keras,glass,99.06712819,0.014367,9
880,DeepSHAP,keras,spending,99.28706674,0.01432890892,10
658,Parametric KernelSHAP,keras,energy_cool,99.59621252,0.014313,8
633,Non-parametric KernelSHAP,keras,cust,99.88692591,0.01428,8
466,Parametric KernelSHAP,keras,diamond,99.90468208,0.01405,7
490,Parametric KernelSHAP,keras,germany,99.99317962,0.014001,7
585,Non-parametric KernelSHAP,keras,californiahousing,99.86065968,0.0138,8
693,Non-parametric KernelSHAP,keras,rentals,99.95642912,0.013629,8
